trait_type	phenocode	pheno_sex	coding	modifier	description	description_more	coding_description	category	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	pops	num_pops	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	saige_heritability_AFR	saige_heritability_AMR	saige_heritability_CSA	saige_heritability_EAS	saige_heritability_EUR	saige_heritability_MID	lambda_gc_AFR	lambda_gc_AMR	lambda_gc_CSA	lambda_gc_EAS	lambda_gc_EUR	lambda_gc_MID	filename	filename_tabix	aws_link	aws_link_tabix	wget	wget_tabix	size_in_bytes	size_in_bytes_tabix	md5_hex	md5_hex_tabix
categorical	20002	both_sexes	1254		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	peripheral nerve disorder	UK Biobank Assessment Centre > Verbal interview > Medical conditions	245	136	109	EUR	1	NA	NA	NA	NA	224	NA	NA	NA	NA	NA	420249	NA	NA	NA	NA	NA	1.3717e-01	NA	NA	NA	NA	NA	9.8843e-01	NA	categorical-20002-both_sexes-1254.tsv.bgz	categorical-20002-both_sexes-1254.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1254.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1254.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1254.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1254.tsv.bgz.tbi	519000604	1751119	04c1fec52d5f01f01f413d0564fcd5d6	ea22ad1eeb434adbbd6a891678537dba
categorical	20002	both_sexes	1255		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	peripheral neuropathy	UK Biobank Assessment Centre > Verbal interview > Medical conditions	630	291	339	EUR	1	NA	NA	NA	NA	581	NA	NA	NA	NA	NA	419892	NA	NA	NA	NA	NA	1.3745e-01	NA	NA	NA	NA	NA	1.0114e+00	NA	categorical-20002-both_sexes-1255.tsv.bgz	categorical-20002-both_sexes-1255.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1255.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1255.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1255.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1255.tsv.bgz.tbi	531943784	1751502	2756bdaf227ca2a2f4a82437591976ad	56bbffe5077dc8cff4d4e7fe0262b7b7
categorical	20002	both_sexes	1256		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	acute infective polyneuritis/guillain-barre syndrome	UK Biobank Assessment Centre > Verbal interview > Medical conditions	191	0	111	EUR	1	NA	NA	NA	NA	174	NA	NA	NA	NA	NA	420299	NA	NA	NA	NA	NA	8.5013e-02	NA	NA	NA	NA	NA	9.9136e-01	NA	categorical-20002-both_sexes-1256.tsv.bgz	categorical-20002-both_sexes-1256.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1256.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1256.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1256.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1256.tsv.bgz.tbi	514549167	1750567	a8dcc85b7498e5d8c4b6c2aa60c697f9	02bd0adcf811c5e9a16d114bcc3a9d73
categorical	20002	both_sexes	1257		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	trapped nerve/compressed nerve	UK Biobank Assessment Centre > Verbal interview > Medical conditions	1401	682	719	EUR	1	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	419234	NA	NA	NA	NA	NA	5.4887e-02	NA	NA	NA	NA	NA	1.0301e+00	NA	categorical-20002-both_sexes-1257.tsv.bgz	categorical-20002-both_sexes-1257.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1257.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1257.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1257.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1257.tsv.bgz.tbi	539160573	1751579	e2f72cdfa0a2451dea95f84aca1e102d	9dd0adfe2ff59ee4859186d1981bc9a7
categorical	20002	both_sexes	1258		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	chronic/degenerative neurological problem	UK Biobank Assessment Centre > Verbal interview > Medical conditions	166	0	0	EUR	1	NA	NA	NA	NA	148	NA	NA	NA	NA	NA	420325	NA	NA	NA	NA	NA	1.7879e-01	NA	NA	NA	NA	NA	9.8899e-01	NA	categorical-20002-both_sexes-1258.tsv.bgz	categorical-20002-both_sexes-1258.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1258.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1258.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1258.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1258.tsv.bgz.tbi	512034866	1750588	f340603b97347d6f7ec2a319e660045e	ee7006ce17436296fab6dd1b217ceb14
categorical	20002	both_sexes	1261		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	multiple sclerosis	UK Biobank Assessment Centre > Verbal interview > Medical conditions	1689	1236	453	EUR	1	NA	NA	NA	NA	1535	NA	NA	NA	NA	NA	418938	NA	NA	NA	NA	NA	2.4039e-01	NA	NA	NA	NA	NA	1.0462e+00	NA	categorical-20002-both_sexes-1261.tsv.bgz	categorical-20002-both_sexes-1261.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1261.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1261.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1261.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1261.tsv.bgz.tbi	540906701	1752111	9b1a706f7b6629235d136c23916c462e	296a22daaa4724b0bd7dc484fc2edbaf
categorical	20002	both_sexes	1262		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	parkinsons disease	UK Biobank Assessment Centre > Verbal interview > Medical conditions	822	303	519	EUR	1	NA	NA	NA	NA	745	NA	NA	NA	NA	NA	419728	NA	NA	NA	NA	NA	1.2916e-01	NA	NA	NA	NA	NA	9.9926e-01	NA	categorical-20002-both_sexes-1262.tsv.bgz	categorical-20002-both_sexes-1262.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1262.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1262.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1262.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1262.tsv.bgz.tbi	533686381	1751775	d051f33659431fe609c9512d462e9de9	73539beda2c465ccdd7262fc667989ca
categorical	20002	both_sexes	1263		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	dementia/alzheimers/cognitive impairment	UK Biobank Assessment Centre > Verbal interview > Medical conditions	114	0	0	EUR	1	NA	NA	NA	NA	104	NA	NA	NA	NA	NA	420369	NA	NA	NA	NA	NA	0.0000e+00	NA	NA	NA	NA	NA	9.6441e-01	NA	categorical-20002-both_sexes-1263.tsv.bgz	categorical-20002-both_sexes-1263.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1263.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1263.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1263.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1263.tsv.bgz.tbi	507855965	1750664	09d957fcef9346b1cf3945bad8c55a43	aed55608a4985b4712d51cb49a6ff4f8
categorical	20002	both_sexes	1264		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	epilepsy	UK Biobank Assessment Centre > Verbal interview > Medical conditions	3899	1956	1943	EUR	1	NA	NA	NA	NA	3500	NA	NA	NA	NA	NA	416973	NA	NA	NA	NA	NA	5.2602e-02	NA	NA	NA	NA	NA	1.0516e+00	NA	categorical-20002-both_sexes-1264.tsv.bgz	categorical-20002-both_sexes-1264.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1264.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1264.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1264.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1264.tsv.bgz.tbi	545158875	1752343	8ce155adc060da830cadd3cffaaa46f4	227df69f96ca17015a4170226cf13213
categorical	20002	both_sexes	1265		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	migraine	UK Biobank Assessment Centre > Verbal interview > Medical conditions	13975	10924	3051	AFR,CSA,EUR	3	103	NA	168	NA	12423	NA	6521	NA	8681	NA	408050	NA	1.0287e-01	NA	2.0817e-02	NA	8.1077e-02	NA	9.9501e-01	NA	1.0072e+00	NA	1.0467e+00	NA	categorical-20002-both_sexes-1265.tsv.bgz	categorical-20002-both_sexes-1265.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1265.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1265.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1265.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1265.tsv.bgz.tbi	1645053962	2059068	28a097f84b826f85a8c8e98614f965a2	3cbcd549de54ad0e94c61170d2e23b0d
categorical	20002	both_sexes	1266		Non-cancer illness code, self-reported	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as "unclassifiable".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.	head injury	UK Biobank Assessment Centre > Verbal interview > Medical conditions	1583	486	1097	EUR	1	NA	NA	NA	NA	1410	NA	NA	NA	NA	NA	419063	NA	NA	NA	NA	NA	6.5422e-02	NA	NA	NA	NA	NA	1.0442e+00	NA	categorical-20002-both_sexes-1266.tsv.bgz	categorical-20002-both_sexes-1266.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1266.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1266.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1266.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1266.tsv.bgz.tbi	540326037	1752065	26c1102ff13eaa95aa5d3ee3110dddb6	b79621191b5b4c52c566e04473bf1052
