trait_type	phenocode	pheno_sex	coding	modifier	description	description_more	coding_description	category	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	pops	num_pops	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	saige_heritability_AFR	saige_heritability_AMR	saige_heritability_CSA	saige_heritability_EAS	saige_heritability_EUR	saige_heritability_MID	lambda_gc_AFR	lambda_gc_AMR	lambda_gc_CSA	lambda_gc_EAS	lambda_gc_EUR	lambda_gc_MID	filename	filename_tabix	aws_link	aws_link_tabix	wget	wget_tabix	size_in_bytes	size_in_bytes_tabix	md5_hex	md5_hex_tabix
continuous	4101	both_sexes		irnt	Heel broadband ultrasound attenuation (left)	Broadband ultrasound attenuation through left heel	NA	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	158215	85897	72318	AFR,AMR,CSA,EAS,EUR,MID	6	3546	419	5431	1161	132162	683	NA	NA	NA	NA	NA	NA	0.0000e+00	1.8026e-01	2.3635e-01	7.8630e-01	1.2708e-01	6.6026e-02	8.3562e-01	1.0108e+00	1.0041e+00	1.0256e+00	1.2832e+00	1.0240e+00	continuous-4101-both_sexes-irnt.tsv.bgz	continuous-4101-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4101-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4101-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4101-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4101-both_sexes-irnt.tsv.bgz.tbi	1995784280	2166671	3b5ca7dde8f12f60742235ed959906cd	93a4258d1b9ec18bc13b3ed9556b7f0a
continuous	4104	both_sexes		irnt	Heel quantitative ultrasound index (QUI), direct entry (left)	The QUI or 'stiffness' is based on measure of the speed of sound and broadband ultrasound attenuation. Direct entry.	NA	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	158224	85900	72324	AFR,AMR,CSA,EAS,EUR,MID	6	3547	419	5431	1161	132170	683	NA	NA	NA	NA	NA	NA	0.0000e+00	2.3516e-01	3.3302e-01	6.0431e-01	1.3831e-01	9.0588e-02	8.2878e-01	9.8318e-01	1.0205e+00	1.0067e+00	1.2668e+00	1.0330e+00	continuous-4104-both_sexes-irnt.tsv.bgz	continuous-4104-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4104-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4104-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4104-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4104-both_sexes-irnt.tsv.bgz.tbi	1995738176	2166951	824cdc1e03ef314bd5eb0e783e1131bb	f19f1132fa1174253a6974d58e57673e
continuous	4105	both_sexes		irnt	Heel bone mineral density (BMD) (left)	Estimation of bone mineral density (BMD) in the left heel is based on the Quantitative Ultrasound Index through the calcaneus. Direct entry.	NA	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	158126	85886	72240	AFR,CSA,EAS,EUR,MID	5	3545	NA	5424	1160	132095	680	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	3.4407e-01	4.3075e-01	1.3806e-01	4.8690e-01	8.0166e-01	NA	1.0262e+00	9.9730e-01	1.3379e+00	1.0404e+00	continuous-4105-both_sexes-irnt.tsv.bgz	continuous-4105-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4105-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4105-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4105-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4105-both_sexes-irnt.tsv.bgz.tbi	1828344065	2116170	c0c184756157f3ea0f16415cf82b8127	3039b7544cad5b3e337cd636ce054f41
continuous	4106	both_sexes		irnt	Heel bone mineral density (BMD) T-score, automated (left)	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.	NA	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	158224	85900	72324	AFR,AMR,CSA,EAS,EUR,MID	6	3547	419	5431	1161	132170	683	NA	NA	NA	NA	NA	NA	0.0000e+00	2.3494e-01	3.3298e-01	6.0442e-01	1.3831e-01	9.0814e-02	7.8150e-01	1.0153e+00	1.0011e+00	1.0027e+00	1.3071e+00	1.0362e+00	continuous-4106-both_sexes-irnt.tsv.bgz	continuous-4106-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4106-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4106-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4106-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4106-both_sexes-irnt.tsv.bgz.tbi	1995747844	2167010	0bdf3f376c31dbead144eedcfe519121	ec94147e82a98451ee150654fb544d12
continuous	4119	both_sexes		irnt	Ankle spacing width (right)	Right ankle width as indicated by the spacing between measurement transducer pads on heel	NA	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	158228	85899	72329	AFR,AMR,EAS,EUR,MID	5	3575	420	NA	1162	132131	685	NA	NA	NA	NA	NA	NA	3.9342e-01	0.0000e+00	NA	3.6188e-01	1.4304e-01	2.2514e-01	1.0069e+00	8.3535e-01	NA	1.0220e+00	1.3873e+00	1.0397e+00	continuous-4119-both_sexes-irnt.tsv.bgz	continuous-4119-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4119-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4119-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4119-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4119-both_sexes-irnt.tsv.bgz.tbi	1744876549	2104266	51589d89a55da109bf833631a4c7f767	976e584df150c29b1b695f4dbba5c2f1
continuous	4120	both_sexes		irnt	Heel broadband ultrasound attenuation (right)	Broadband ultrasound attenuation through right heel	NA	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	158216	85898	72318	AFR,AMR,CSA,EAS,EUR,MID	6	3574	420	5429	1162	132122	685	NA	NA	NA	NA	NA	NA	0.0000e+00	2.4512e-01	3.1806e-01	5.9880e-01	1.2413e-01	0.0000e+00	9.2245e-01	1.0260e+00	1.0088e+00	1.0307e+00	1.2632e+00	1.0259e+00	continuous-4120-both_sexes-irnt.tsv.bgz	continuous-4120-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4120-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4120-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4120-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4120-both_sexes-irnt.tsv.bgz.tbi	1996107724	2166990	cfb8c4581d8b9c61b1f296b6743c3df6	3ea9c390f8fd82a2f57a0e6f83667168
continuous	4123	both_sexes		irnt	Heel quantitative ultrasound index (QUI), direct entry (right)	The QUI or 'stiffness' is based on measure of the speed of sound and broadband ultrasound attenuation. Direct entry.	NA	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	158228	85899	72329	AFR,AMR,CSA,EAS,EUR,MID	6	3575	420	5430	1162	132131	685	NA	NA	NA	NA	NA	NA	0.0000e+00	1.8375e-01	3.8972e-01	4.8442e-01	1.3979e-01	1.3458e-01	8.7308e-01	1.0097e+00	1.0312e+00	9.9635e-01	1.3181e+00	1.0113e+00	continuous-4123-both_sexes-irnt.tsv.bgz	continuous-4123-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4123-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4123-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4123-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4123-both_sexes-irnt.tsv.bgz.tbi	1996045316	2166525	2801f5b5b7b21c436bf71bffcdb166a2	a4adee0cc30653849391b577ebd0b06e
continuous	41235	both_sexes			Spells in hospital	This field holds the total number of known spells a participant has had in hospital, as derived from all of their available hospital Episode records. As the data does not always permit Episodes to be unambiguously amalgamated into Spells, the figures are approximate.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.	NA	Health-related outcomes > Hospital inpatient > Summary Administration	317892	177713	140179	AFR,AMR,CSA,EAS,EUR,MID	6	4587	626	5944	1525	276501	1039	NA	NA	NA	NA	NA	NA	3.8549e-02	7.1114e-02	8.6174e-02	2.1888e-01	0.0000e+00	3.9781e-01	1.0081e+00	1.0098e+00	1.0197e+00	1.0303e+00	1.1220e+00	9.9007e-01	continuous-41235-both_sexes.tsv.bgz	continuous-41235-both_sexes.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-41235-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-41235-both_sexes.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-41235-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-41235-both_sexes.tsv.bgz.tbi	2012036000	2169355	0ecf2463a733778f1ffa2f1c25edb31c	5d716812fb19fe9f12b3a83cba6fb4bd
continuous	4124	both_sexes		irnt	Heel bone mineral density (BMD) (right)	Estimation of bone mineral density (BMD) in the left heel is based on the Quantitative Ultrasound Index through the calcaneus. Direct entry.	NA	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	158116	85878	72238	AFR,AMR,CSA,EAS,EUR,MID	6	3568	418	5419	1161	132055	681	NA	NA	NA	NA	NA	NA	0.0000e+00	0.0000e+00	4.0835e-01	3.4853e-01	1.3913e-01	4.3452e-02	8.7555e-01	9.5032e-01	1.0104e+00	1.0172e+00	1.2695e+00	1.0331e+00	continuous-4124-both_sexes-irnt.tsv.bgz	continuous-4124-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4124-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4124-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4124-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4124-both_sexes-irnt.tsv.bgz.tbi	1995960088	2167056	664d19cc0f7feb285a343f01a683b79a	05bf0d159e2d313230ec60c1fd18cf7e
continuous	4125	both_sexes		irnt	Heel bone mineral density (BMD) T-score, automated (right)	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.	NA	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	158228	85899	72329	AFR,AMR,CSA,EAS,EUR,MID	6	3575	420	5430	1162	132131	685	NA	NA	NA	NA	NA	NA	0.0000e+00	1.8350e-01	3.8975e-01	4.8428e-01	1.3979e-01	1.3472e-01	8.8205e-01	9.9479e-01	9.9873e-01	1.0062e+00	1.3077e+00	1.0436e+00	continuous-4125-both_sexes-irnt.tsv.bgz	continuous-4125-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4125-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4125-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4125-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4125-both_sexes-irnt.tsv.bgz.tbi	1996035289	2166662	902d7e1254d4c3a3d86646de0531989e	72d54793a03fe030e3c2d80730b19f55
continuous	4194	both_sexes		irnt	Pulse rate	Pulse rate during arterial stiffness measurement	NA	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	164226	88473	75753	AFR,AMR,CSA,EAS,EUR,MID	6	3852	443	5650	1206	136938	727	NA	NA	NA	NA	NA	NA	1.6971e-01	0.0000e+00	1.6817e-01	3.1296e-02	7.1751e-02	1.6781e-01	1.0036e+00	7.3348e-01	9.8757e-01	1.0090e+00	1.1865e+00	1.0225e+00	continuous-4194-both_sexes-irnt.tsv.bgz	continuous-4194-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4194-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4194-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4194-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4194-both_sexes-irnt.tsv.bgz.tbi	1998607036	2167337	41130f4823e2cd2edacdaa511159e9f8	10728427aff987cd156e04ef7a3374d7
continuous	4195	both_sexes		irnt	Pulse wave reflection index	reflection index is a measure of reflection A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. if 'b' is the height of direct wave peak and 'a' is the height of reflected wave peak the reflected index = (a/b) * 100%	NA	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	164226	88473	75753	AFR,AMR,CSA,EAS,EUR,MID	6	3852	443	5650	1206	136938	727	NA	NA	NA	NA	NA	NA	1.0270e-01	0.0000e+00	7.7859e-02	0.0000e+00	2.9907e-02	1.7397e-01	1.0118e+00	6.4144e-01	9.5549e-01	9.1650e-01	1.0817e+00	1.0008e+00	continuous-4195-both_sexes-irnt.tsv.bgz	continuous-4195-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4195-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4195-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4195-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4195-both_sexes-irnt.tsv.bgz.tbi	1998616686	2167377	148828e45854a4b70ee9bc85cdfdf1b4	de26017a6a9128058914f861050f5ffd
continuous	4196	both_sexes		irnt	Pulse wave peak to peak time	peak to peak time in milliseconds A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. peak to peak time is the difference between the peak values of direct and reflected components.	NA	UK Biobank Assessment Centre > Physical measures > Arterial stiffness	164134	88435	75699	AFR,AMR,CSA,EAS,EUR,MID	6	3847	443	5643	1204	136868	727	NA	NA	NA	NA	NA	NA	0.0000e+00	3.4704e-01	7.1860e-02	0.0000e+00	2.4811e-02	3.8200e-02	9.6646e-01	1.0168e+00	9.8480e-01	9.6764e-01	1.0623e+00	9.9245e-01	continuous-4196-both_sexes-irnt.tsv.bgz	continuous-4196-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4196-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4196-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4196-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4196-both_sexes-irnt.tsv.bgz.tbi	1999261562	2167367	14e794956d8c54ec13df2b9fabcd6370	f2331951f27598e2dd19d94d2a63acc6
continuous	4230	both_sexes		irnt	Signal-to-noise-ratio (SNR) of triplet (left)	This is the signal-to-noise ratio for each round (left ear)	NA	UK Biobank Assessment Centre > Physical measures > Hearing test	159848	86617	73231	AFR,AMR,CSA,EAS,EUR,MID	6	3557	401	4740	1103	134567	650	NA	NA	NA	NA	NA	NA	0.0000e+00	3.9516e-01	2.3315e-01	1.2621e-01	0.0000e+00	1.8249e-01	1.0107e+00	1.0218e+00	1.0287e+00	9.8549e-01	1.0344e+00	9.9551e-01	continuous-4230-both_sexes-irnt.tsv.bgz	continuous-4230-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4230-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4230-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4230-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4230-both_sexes-irnt.tsv.bgz.tbi	1994560618	2166578	945d994bb1fa33b3809922e68d3a92bb	921270e3f20ec1c8b42b8396ad08d88d
continuous	4233	both_sexes		irnt	Mean signal-to-noise ratio (SNR), (left)	This is the mean signal-to-noise ratio for rounds 8 onwards (left ear). The triplets played in rounds 1-5 represent the 'hunting phase' where the SNR change is 2 levels (equivalent to 4 dB) harder following a correct response and 2 levels easier following a wrong response, as opposed to a change of 1 level (2 dB) in rounds 8 to 15. Value is stored as -99999 for rounds 1-7.	NA	UK Biobank Assessment Centre > Physical measures > Hearing test	159678	86530	73148	AFR,AMR,CSA,EAS,EUR,MID	6	3555	401	4723	1102	134427	647	NA	NA	NA	NA	NA	NA	0.0000e+00	2.7286e-02	6.7656e-02	9.9392e-02	0.0000e+00	0.0000e+00	9.8417e-01	1.0141e+00	1.0039e+00	9.8784e-01	1.0263e+00	8.7527e-01	continuous-4233-both_sexes-irnt.tsv.bgz	continuous-4233-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4233-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4233-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4233-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4233-both_sexes-irnt.tsv.bgz.tbi	1994180440	2166682	de5c7de883897928e6e1770bd99a725a	118bcae7e8e0fb2f41b781b17a5be17a
continuous	4241	both_sexes		irnt	Signal-to-noise-ratio (SNR) of triplet (right)	This is the signal-to-noise ratio for each round (right ear)	NA	UK Biobank Assessment Centre > Physical measures > Hearing test	159859	86601	73258	AFR,CSA,EAS,EUR,MID	5	3570	NA	4755	1098	134550	642	NA	NA	NA	NA	NA	NA	1.5185e-01	NA	4.9786e-02	6.2663e-01	0.0000e+00	4.4640e-01	1.0239e+00	NA	1.0047e+00	9.8155e-01	1.0677e+00	9.9477e-01	continuous-4241-both_sexes-irnt.tsv.bgz	continuous-4241-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4241-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4241-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4241-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4241-both_sexes-irnt.tsv.bgz.tbi	1827214706	2116097	8f69d987c1c1c124a0694b31b24e7df3	344854f21f6e8a9657f8e07934dc498c
continuous	4244	both_sexes		irnt	Mean signal-to-noise ratio (SNR), (right)	This is the mean signal-to-noise ratio for rounds 8 onwards (right ear). The triplets played in rounds 1-5 represent the 'hunting phase' where the SNR change is 2 levels (equivalent to 4 dB) harder following a correct response and 2 levels easier following a wrong response, as opposed to a change of 1 level (2 dB) in rounds 8 to 15. Value is stored as -99999 for rounds 1-7.	NA	UK Biobank Assessment Centre > Physical measures > Hearing test	159697	86506	73191	AFR,AMR,CSA,EAS,EUR,MID	6	3567	404	4744	1097	134413	641	NA	NA	NA	NA	NA	NA	2.3525e-02	0.0000e+00	1.0850e-01	3.1700e-01	0.0000e+00	0.0000e+00	1.0024e+00	5.1963e-01	1.0169e+00	1.0038e+00	1.0458e+00	9.1725e-01	continuous-4244-both_sexes-irnt.tsv.bgz	continuous-4244-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4244-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4244-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4244-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4244-both_sexes-irnt.tsv.bgz.tbi	1992339558	2166280	1770a148ba3281b0951c7ff66ac61a44	a61cec6a0f5e80ead962f3740c65d53a
continuous	4260	both_sexes			Round of numeric memory test	Indicates which round of the numeric memory test the associated results belong to.	NA	UK Biobank Assessment Centre > Cognitive function > Numeric memory	50286	27264	23022	AFR,CSA,EAS,EUR	4	328	NA	1400	245	44574	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	4.1965e-01	0.0000e+00	7.4864e-02	NA	5.3968e-01	NA	1.0162e+00	8.9180e-01	1.0537e+00	NA	continuous-4260-both_sexes.tsv.bgz	continuous-4260-both_sexes.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4260-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4260-both_sexes.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4260-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4260-both_sexes.tsv.bgz.tbi	1469974234	2029407	7e8b9628fe275f83244254297a3e161c	746867151272f340f0a7eced1cef41fa
continuous	4269	both_sexes			Number of triplets attempted (left)	This is the number of triplet rounds attempted (0-15), for the left ear.	NA	UK Biobank Assessment Centre > Physical measures > Hearing test	161398	87472	73926	AFR,CSA,EUR	3	3598	NA	4828	NA	135841	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	0.0000e+00	NA	0.0000e+00	NA	9.0757e-01	NA	1.1287e+00	NA	1.0652e+00	NA	continuous-4269-both_sexes.tsv.bgz	continuous-4269-both_sexes.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4269-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4269-both_sexes.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4269-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4269-both_sexes.tsv.bgz.tbi	1441399980	2002397	3b13b75d7cf71e80c2af947fbc44909a	2b915270d577c59fd55e5fc4db8bb87a
continuous	4270	both_sexes			Volume level set by participant (left)	Volume level set by participant for left ear as a percentage of the maximum volume. Note that these value do not have some absolute correspondence to a dB scale as the maximum volume could vary between pieces of equipment and the choice might have been influenced by the level of background noise in the touchscreen area.	NA	UK Biobank Assessment Centre > Physical measures > Hearing test	159848	86617	73231	AFR,AMR,CSA,EAS,EUR,MID	6	3557	401	4740	1103	134567	650	NA	NA	NA	NA	NA	NA	1.6873e-01	0.0000e+00	2.0172e-01	0.0000e+00	1.4135e-02	0.0000e+00	1.0036e+00	6.2013e-01	1.0272e+00	8.2169e-01	1.0133e+00	5.4069e-01	continuous-4270-both_sexes.tsv.bgz	continuous-4270-both_sexes.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4270-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4270-both_sexes.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4270-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-4270-both_sexes.tsv.bgz.tbi	2012070392	2167555	40caf48a0e3e23136bf597b04dc13234	a64cc94e6674bf74af7f64f24b6d785e
